user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
200,0,100,148,248,302,402,455,555,602,702,748,848,900,1000,1050,1150,1204,1304,1351,1451,1496,1596,1649,1749,1796,1896
200,0,100,148,248,304,404,448,548,601,701,747,847,902,1002,1050,1150,1200,1300,1351,1451,1503,1603,1654,1754,1800,1900
200,-2,98,149,249,302,402,445,545,596,696,744,844,899,999,1053,1153,1198,1298,1352,1452,1495,1595,1653,1753,1799,1899
201,0,78,92,164,191,271,290,369,380,463,468,547,572,645,671,751,776,854,884,962,975,1056,1078,1146,1168,1259
201,0,70,106,188,203,282,321,408,431,513,539,618,606,679,734,814,830,908,930,1010,1029,1106,1110,1185,1199,1280
201,-1,81,96,167,193,277,298,377,377,458,459,538,557,639,651,736,748,823,845,918,947,1020,1048,1126,1164,1239
201,0,86,92,184,194,265,303,384,388,468,467,544,573,647,677,759,765,843,846,932,938,1012,1029,1102,1126,1202
201,-3,77,106,185,189,272,283,363,383,457,490,566,587,666,679,761,783,860,887,962,987,1073,1089,1166,1180,1258
201,3,91,95,170,210,289,287,376,385,472,461,535,577,664,665,744,747,829,832,911,930,1007,1046,1123,1127,1202
201,-3,77,90,172,214,293,318,395,419,505,535,613,653,729,753,828,845,921,952,1039,1040,1127,1135,1208,1240,1317
201,0,77,78,171,196,283,314,388,406,485,508,593,613,699,702,784,799,872,900,980,989,1067,1082,1167,1192,1280
201,6,83,104,177,208,286,314,386,416,490,536,611,597,668,707,785,820,892,906,979,995,1072,1096,1172,1183,1266
201,2,77,113,195,235,311,329,409,426,507,533,617,622,690,721,810,840,923,926,1006,1039,1116,1156,1246,1264,1354
201,-5,80,94,168,197,275,312,386,389,461,481,562,576,661,660,734,748,831,868,944,944,1024,1055,1128,1150,1237
201,2,77,95,172,197,275,291,368,399,476,495,568,609,685,698,775,794,864,898,970,997,1072,1095,1182,1184,1259
201,-2,75,93,166,192,278,303,391,394,475,503,584,591,680,681,760,768,850,852,927,967,1049,1082,1159,1183,1265
201,3,88,80,158,184,262,273,357,372,450,477,560,581,665,672,759,778,850,877,947,968,1047,1072,1146,1184,1275
201,-3,72,95,186,195,271,303,387,415,494,522,608,611,689,711,790,797,877,911,989,1006,1087,1104,1190,1217,1290
201,-4,74,104,195,189,272,284,366,395,471,495,574,612,689,710,791,826,901,917,998,1033,1121,1142,1226,1253,1331
201,3,79,96,173,183,269,281,362,382,470,473,556,572,657,674,756,782,874,879,954,978,1053,1070,1148,1200,1283
201,-3,72,96,175,206,284,308,397,424,505,501,576,599,681,715,797,807,885,909,994,1019,1099,1129,1200,1211,1284
201,1,85,103,188,206,281,305,389,413,493,520,598,625,706,710,786,819,904,927,1007,1031,1116,1138,1225,1236,1309
201,-3,77,115,192,219,295,318,397,422,495,540,617,647,728,744,821,849,925,966,1043,1067,1144,1171,1245,1279,1358
201,2,81,121,200,227,314,319,397,408,488,508,591,616,705,716,791,807,889,917,994,1009,1090,1123,1200,1219,1304
201,-1,79,97,179,207,285,316,400,405,487,497,567,588,659,693,770,780,859,902,980,1003,1086,1109,1184,1200,1278
201,0,79,88,165,204,285,300,388,417,501,506,590,620,697,706,783,822,900,926,1002,1026,1109,1132,1209,1237,1321
201,0,82,95,172,204,285,298,374,399,485,509,591,604,675,738,812,843,918,951,1033,1055,1141,1138,1224,1240,1321
201,-2,78,116,194,207,291,342,418,425,499,531,604,641,720,739,824,832,916,941,1023,1028,1109,1106,1188,1214,1290
201,-4,77,97,173,202,286,285,367,397,476,494,565,593,680,697,775,773,860,877,953,961,1034,1070,1148,1145,1212
201,-4,69,111,190,217,296,311,386,422,502,518,598,604,688,720,803,819,897,910,990,1008,1089,1099,1177,1196,1274
201,7,84,104,187,212,285,315,393,430,512,537,629,640,724,752,834,864,943,970,1051,1056,1140,1164,1239,1247,1320
201,0,79,95,175,186,268,268,353,383,446,487,571,586,660,686,764,788,866,886,970,1002,1080,1098,1179,1226,1312
201,-3,80,105,183,198,279,307,392,425,512,513,593,620,706,722,797,816,896,910,992,1016,1100,1115,1188,1225,1313
201,3,76,106,181,206,287,305,384,386,455,472,552,555,633,666,746,750,818,845,921,958,1045,1053,1134,1163,1239
201,1,80,101,175,192,277,297,376,391,468,489,567,588,669,695,770,790,870,877,958,993,1074,1103,1191,1201,1284
201,0,75,101,185,206,288,297,387,406,475,506,572,609,694,710,782,808,884,904,983,1014,1099,1105,1172,1200,1282
201,2,85,90,179,216,295,325,407,413,492,519,604,641,726,723,806,850,929,943,1025,1030,1113,1133,1216,1246,1324
201,0,76,106,177,198,281,301,381,404,489,503,579,614,691,712,794,803,884,919,1000,1017,1092,1122,1198,1224,1299
201,0,84,104,187,200,273,302,378,399,479,486,565,593,667,690,777,795,881,897,983,988,1062,1086,1169,1192,1272
201,-2,77,97,164,196,272,298,380,397,478,493,564,589,668,694,773,792,868,889,973,985,1073,1078,1157,1173,1255
201,-4,80,101,190,211,278,315,393,408,483,514,591,635,716,741,820,837,918,942,1028,1051,1126,1177,1260,1256,1327
201,1,82,97,179,194,279,303,377,408,490,510,589,623,701,712,793,820,901,914,992,998,1076,1099,1183,1197,1284
201,0,76,82,157,191,270,272,348,374,452,462,548,565,643,650,730,759,845,858,942,956,1031,1062,1138,1187,1258
201,2,79,96,174,207,289,299,379,429,517,521,602,627,701,751,826,830,911,904,976,1022,1097,1128,1202,1228,1310
201,0,82,97,172,187,273,289,372,398,482,493,573,617,694,712,801,801,875,908,992,1002,1080,1099,1175,1200,1282
201,2,80,100,185,206,284,305,383,400,482,526,600,612,690,713,792,808,881,912,991,1019,1095,1115,1195,1223,1300
201,-1,78,91,168,182,252,284,360,368,442,474,560,582,659,703,778,774,861,872,948,963,1043,1076,1156,1172,1255
201,3,78,87,167,202,287,277,353,391,469,507,583,623,696,732,813,828,902,927,1010,1023,1106,1138,1219,1267,1345
201,0,78,105,192,208,287,319,391,418,496,525,609,621,699,715,800,818,905,923,1008,1014,1092,1128,1204,1236,1318
201,-5,76,111,193,201,289,320,391,416,496,523,610,633,716,735,815,838,915,928,1012,1019,1093,1117,1192,1214,1295
201,-2,73,98,170,181,258,278,359,391,469,486,572,580,659,686,768,788,863,878,954,967,1054,1065,1146,1175,1254
201,2,77,88,169,200,283,297,380,396,473,488,562,591,671,697,779,805,883,894,978,988,1065,1074,1158,1162,1245
201,2,92,106,178,183,267,294,373,397,476,504,591,579,655,695,772,801,882,905,994,1026,1096,1133,1215,1228,1309
201,-1,75,99,178,182,260,282,360,354,441,462,544,548,620,645,723,740,822,840,922,928,1004,1003,1091,1104,1176
201,0,81,97,180,197,272,302,386,413,495,519,588,604,672,725,802,808,894,917,995,1041,1120,1134,1213,1230,1308
201,-3,70,90,173,187,262,296,378,399,472,483,567,578,660,691,768,791,864,887,962,987,1059,1070,1152,1179,1256
201,-2,81,86,163,209,286,304,388,410,488,520,600,622,704,725,805,825,894,921,1001,1013,1092,1116,1195,1207,1284
201,-1,82,117,206,219,308,317,391,420,501,521,594,622,704,733,811,816,891,930,1007,1031,1110,1126,1206,1233,1309
201,2,88,109,198,203,280,304,382,389,466,482,563,613,692,694,777,791,879,874,951,960,1040,1054,1124,1165,1232
201,1,87,110,194,199,276,305,381,399,479,484,565,574,645,663,743,777,846,871,955,968,1048,1044,1125,1136,1215
201,0,82,111,191,205,284,308,379,414,498,523,598,626,701,725,809,842,915,941,1024,1041,1124,1153,1227,1242,1327
201,0,78,99,171,189,265,278,354,361,448,455,535,557,638,687,761,783,863,875,958,985,1068,1085,1153,1181,1258
201,2,71,90,167,184,273,262,334,359,442,453,522,539,623,637,718,734,810,840,923,963,1041,1055,1136,1156,1230
201,0,88,110,182,206,280,315,393,419,496,516,594,620,704,722,815,833,908,934,1006,1032,1121,1131,1219,1222,1302
201,2,75,100,184,195,281,309,389,429,506,519,594,618,688,714,791,832,916,928,1005,1031,1113,1135,1209,1239,1319
201,0,82,106,175,212,297,309,382,423,504,527,609,632,704,716,802,819,896,914,986,1018,1100,1101,1181,1215,1308
201,0,82,78,165,185,264,298,383,421,495,521,602,620,699,726,806,812,896,907,987,1015,1095,1148,1218,1240,1328
201,4,76,108,185,209,289,317,402,427,508,518,606,616,698,705,786,797,878,886,964,997,1085,1096,1183,1195,1271
201,-1,78,93,174,185,258,292,376,419,500,510,586,626,702,729,807,819,899,935,1019,1026,1110,1126,1207,1232,1308
201,0,72,100,190,194,281,301,378,414,489,522,599,626,702,727,809,832,908,934,1008,1027,1110,1136,1222,1251,1337
201,3,82,101,188,197,274,297,377,410,496,491,567,597,671,708,781,792,877,907,988,1009,1084,1106,1186,1215,1293
201,-1,86,85,158,183,264,288,362,377,453,482,562,583,665,678,755,797,883,873,956,986,1065,1080,1162,1183,1258
201,0,82,88,172,192,263,297,378,397,488,486,570,586,664,697,782,811,893,899,979,995,1075,1078,1163,1182,1264
201,-1,78,107,188,205,297,309,398,401,486,514,597,610,693,712,791,811,892,908,995,996,1071,1107,1191,1221,1310
201,1,77,99,169,210,285,309,387,415,492,496,576,609,687,704,776,802,877,913,999,1013,1092,1100,1180,1212,1298
201,-5,74,84,163,166,250,289,371,393,473,494,567,579,665,700,773,793,879,883,966,994,1070,1087,1167,1194,1278
201,-1,86,97,169,202,287,295,379,396,481,469,553,568,643,668,746,770,852,851,935,960,1027,1047,1126,1164,1242
201,-3,78,94,164,213,288,314,385,422,497,504,585,602,682,713,801,790,867,891,971,990,1061,1081,1167,1182,1263
201,1,85,84,160,179,262,286,363,376,459,474,547,590,666,677,755,787,868,882,962,984,1063,1082,1161,1170,1256
201,0,80,93,171,195,284,290,361,399,480,490,565,604,677,711,790,799,887,904,977,1001,1081,1105,1191,1202,1283
201,3,80,76,147,180,263,296,372,389,469,488,575,589,662,702,780,805,876,928,1008,1031,1111,1110,1192,1225,1308
201,2,73,95,179,194,274,299,378,407,492,511,588,616,703,718,802,812,888,915,991,1027,1107,1123,1198,1215,1301
201,0,73,93,165,180,263,288,364,380,455,477,555,573,649,672,754,764,837,869,943,949,1027,1062,1141,1150,1221
201,1,80,100,178,204,286,313,386,419,503,527,607,624,704,722,808,819,902,921,998,1012,1088,1118,1196,1210,1306
201,-2,88,100,183,209,291,298,371,400,477,508,590,604,688,695,775,787,868,878,957,985,1055,1101,1186,1207,1281
201,-1,76,106,191,222,294,327,413,425,504,510,599,614,697,723,799,835,918,939,1009,1034,1114,1133,1215,1222,1308
201,1,86,111,194,223,305,321,401,423,511,507,593,615,686,717,798,805,892,918,997,1027,1102,1150,1232,1239,1323
201,-1,76,93,180,201,287,305,390,421,491,532,609,626,712,726,812,831,904,917,997,1028,1111,1118,1212,1225,1316
201,0,82,107,186,201,277,296,370,414,495,513,590,626,705,727,802,829,913,925,997,1040,1117,1142,1219,1240,1324
201,-7,60,110,188,205,289,316,395,398,472,493,577,608,693,722,800,829,911,914,1003,1027,1102,1110,1180,1206,1284
201,-2,78,104,186,197,275,298,377,401,479,496,569,608,684,714,784,798,875,896,985,982,1066,1075,1159,1183,1263
201,1,78,112,191,213,284,312,396,411,487,504,584,613,689,707,784,799,877,898,980,1017,1094,1123,1208,1197,1270
201,0,83,83,159,185,274,266,347,380,460,478,564,559,636,667,756,734,812,842,928,947,1025,1053,1138,1159,1250
201,0,80,87,173,197,274,300,377,388,471,487,563,580,658,671,755,790,869,887,973,975,1056,1085,1167,1180,1263
201,-1,83,94,172,188,282,295,358,389,464,477,553,580,661,679,760,787,862,901,970,996,1080,1110,1197,1199,1276
201,3,85,84,155,182,267,290,364,381,454,477,559,570,650,661,736,776,857,858,930,951,1038,1041,1121,1143,1223
201,-2,74,117,192,208,289,310,396,409,483,494,576,599,682,688,766,774,858,865,941,965,1040,1058,1135,1153,1224
201,0,72,107,187,201,271,308,381,407,482,502,567,625,707,745,823,831,914,926,1005,1016,1103,1120,1205,1221,1295
201,2,82,90,163,187,257,290,370,386,469,480,568,583,663,698,781,787,866,890,969,988,1059,1069,1147,1178,1260
201,0,75,90,165,193,264,319,408,429,504,531,617,630,713,739,827,842,919,949,1028,1040,1124,1136,1210,1230,1312
201,3,87,90,171,177,256,271,346,385,470,483,560,581,651,663,746,777,858,866,951,977,1063,1094,1172,1197,1282
201,-2,80,98,181,194,264,311,391,406,488,488,571,574,659,676,763,769,848,872,942,992,1071,1076,1162,1202,1285
201,-2,72,115,194,212,294,315,396,414,499,506,595,610,682,695,779,780,864,897,968,1003,1078,1100,1173,1205,1284
201,1,81,97,176,201,281,295,379,393,475,502,579,610,688,691,773,792,868,898,968,987,1066,1104,1186,1225,1303
201,1,83,100,181,200,280,282,370,390,466,505,598,582,663,680,759,778,860,875,955,958,1033,1061,1141,1181,1261
201,3,69,93,176,198,270,292,368,405,480,504,575,602,675,700,777,799,880,895,968,977,1058,1088,1163,1182,1267
201,3,87,95,179,185,260,301,380,394,469,494,563,598,685,723,810,829,908,940,1014,1036,1114,1143,1219,1248,1320
201,-2,74,109,178,205,288,311,392,399,483,507,584,601,679,704,786,798,887,906,986,1016,1102,1136,1216,1253,1328
201,-3,74,112,198,208,283,317,402,427,500,532,608,620,707,735,809,830,910,939,1017,1028,1111,1126,1203,1226,1311
201,-1,77,90,166,211,293,287,359,400,483,494,583,593,666,708,801,804,891,906,990,995,1075,1105,1187,1192,1265
201,-3,72,89,176,190,259,290,375,387,463,493,574,586,657,676,751,777,858,875,954,967,1046,1073,1151,1160,1236
201,0,78,90,165,189,280,285,361,388,467,482,564,586,659,680,759,791,870,887,969,996,1071,1107,1186,1204,1288
201,3,85,94,179,211,286,311,402,411,491,521,597,623,702,733,808,831,901,943,1023,1037,1120,1135,1211,1235,1318
201,0,73,112,194,190,275,301,375,400,480,509,588,595,684,699,781,778,853,892,975,1004,1082,1092,1171,1187,1271
201,-5,71,97,186,209,292,300,370,384,463,476,555,573,654,661,730,773,854,869,949,968,1046,1070,1149,1158,1237
201,0,81,81,163,177,252,277,359,370,444,481,556,572,649,663,747,761,841,860,932,946,1025,1054,1131,1146,1221
201,2,83,97,172,202,268,301,371,384,474,470,538,584,669,680,769,795,882,887,969,987,1065,1091,1170,1182,1264
201,-7,69,101,177,207,283,308,378,424,507,523,599,623,712,722,799,827,900,934,1016,1026,1105,1126,1203,1239,1331
201,0,80,101,178,201,278,303,382,388,464,495,578,593,679,684,757,787,870,915,991,1004,1085,1112,1193,1206,1289
201,-1,73,92,169,179,257,279,361,400,477,501,580,605,693,689,767,785,874,872,956,968,1046,1068,1144,1167,1247
201,-4,75,102,178,210,296,296,377,431,505,537,621,643,717,732,819,818,900,922,1004,1006,1086,1118,1197,1218,1304
201,2,82,82,160,168,255,269,348,364,440,443,527,558,633,660,745,764,838,883,963,978,1059,1060,1128,1162,1244
201,-2,72,102,180,192,278,300,378,411,489,529,621,626,707,725,808,831,921,919,1007,1009,1089,1089,1172,1181,1266
201,3,84,118,205,210,284,316,398,416,496,519,597,607,694,715,796,824,915,940,1028,1028,1102,1126,1205,1228,1313
201,4,85,109,192,201,284,284,363,397,484,489,562,598,673,684,765,794,880,900,979,990,1077,1100,1181,1215,1295
201,4,77,110,192,193,275,300,384,395,476,509,585,626,702,722,791,835,916,948,1035,1056,1138,1142,1227,1248,1333
201,-1,84,97,167,199,281,315,387,439,520,536,614,638,719,740,813,845,922,934,1008,1033,1117,1128,1212,1221,1301
201,2,86,94,183,193,276,280,366,376,454,479,556,585,669,672,753,777,853,896,970,990,1063,1090,1177,1182,1268
201,0,71,91,162,182,272,279,369,400,469,521,598,632,707,734,810,821,902,920,1002,996,1073,1091,1174,1199,1278
201,0,75,97,184,193,272,298,371,392,478,489,580,594,669,697,776,803,886,891,979,997,1070,1107,1188,1213,1292
201,2,89,98,180,198,273,293,365,368,443,470,548,589,671,666,746,776,857,868,954,974,1055,1086,1168,1157,1244
201,4,87,103,183,207,281,310,385,412,494,513,595,608,700,717,796,826,910,915,989,1007,1092,1098,1178,1180,1257
201,4,78,109,197,227,300,346,415,449,534,549,627,661,739,779,856,891,965,989,1065,1070,1164,1161,1244,1270,1360
201,0,87,110,194,195,273,284,354,395,468,479,560,566,659,674,758,777,852,882,964,968,1041,1073,1155,1192,1269
201,1,66,95,179,185,265,278,362,360,438,448,527,546,622,652,735,763,848,846,923,964,1041,1067,1151,1158,1240
201,2,80,106,184,229,314,344,419,452,532,548,628,652,740,761,846,861,946,971,1057,1075,1156,1161,1237,1263,1346
201,-1,81,95,173,195,273,309,390,407,483,516,594,617,693,707,788,817,894,920,1001,1021,1098,1126,1203,1209,1290
201,-2,74,87,161,174,255,272,351,361,441,465,539,549,631,641,713,738,816,823,904,927,1003,1028,1094,1136,1218
201,0,74,98,172,203,283,311,391,428,504,541,626,637,720,736,810,832,910,936,1017,1039,1120,1137,1218,1238,1320
201,-1,88,94,176,186,260,301,386,402,474,509,593,604,689,691,765,783,873,867,949,976,1055,1063,1150,1155,1238
201,0,77,108,185,212,282,304,389,401,482,497,574,608,686,708,791,818,903,933,1011,1026,1101,1134,1205,1238,1318
201,-4,85,113,193,197,274,302,386,404,491,513,599,597,677,708,787,796,876,915,1006,1003,1079,1086,1166,1205,1288
201,1,71,99,180,184,262,293,375,406,488,509,596,616,691,736,814,826,912,924,1007,1036,1117,1138,1216,1240,1319
201,0,82,117,201,213,293,340,421,431,517,547,625,642,722,747,822,847,927,932,1008,1016,1096,1102,1179,1204,1279
201,-5,75,108,187,188,262,267,343,379,458,498,577,589,666,677,759,763,841,865,951,948,1028,1045,1123,1153,1232
201,0,85,118,197,233,316,326,409,442,528,526,602,645,727,743,822,833,918,940,1023,1043,1128,1150,1226,1259,1345
201,3,80,92,175,197,277,307,387,396,479,525,600,630,712,714,792,824,902,943,1029,1037,1124,1139,1210,1252,1331
201,-1,79,107,188,206,289,304,372,407,480,529,617,618,692,727,808,816,891,928,1011,1013,1091,1120,1203,1232,1309
201,-2,76,83,169,181,260,276,350,376,461,466,540,575,661,669,752,765,839,837,912,936,1010,1035,1111,1150,1226
201,3,84,81,158,182,257,292,373,389,472,489,570,607,692,713,788,796,875,892,976,1000,1083,1093,1176,1203,1284
201,-1,75,95,167,189,269,290,374,389,471,498,585,604,682,689,767,807,893,897,980,1008,1080,1099,1178,1192,1275
201,0,76,105,184,200,280,303,385,392,471,498,578,597,682,720,803,819,901,940,1022,1023,1095,1111,1187,1220,1301
201,0,65,109,181,213,299,318,401,419,497,528,611,636,714,753,835,861,946,958,1032,1052,1129,1122,1206,1225,1308
201,-1,70,99,178,196,278,307,392,404,484,495,577,595,667,672,753,769,851,855,938,961,1047,1052,1137,1152,1239
201,0,87,109,196,204,285,301,377,396,485,506,573,599,683,698,785,796,870,908,989,1003,1083,1103,1185,1196,1263
201,-3,81,94,177,212,300,305,392,424,501,524,607,623,696,721,799,832,910,932,1014,1017,1102,1104,1185,1195,1271
201,0,79,120,190,218,301,326,400,425,502,534,611,609,683,709,796,811,897,890,967,998,1086,1094,1171,1194,1272
201,5,81,93,164,190,265,281,364,375,459,468,550,591,671,690,769,768,844,864,948,956,1032,1054,1137,1156,1244
201,0,71,108,194,216,303,329,406,412,496,510,580,615,699,709,788,808,892,901,974,1001,1078,1120,1201,1209,1282
201,-1,75,110,192,223,302,317,399,437,512,535,622,652,727,741,821,840,917,946,1015,1024,1101,1137,1219,1233,1313
201,1,73,60,137,159,238,263,341,372,454,475,545,579,668,675,750,765,842,876,956,977,1058,1068,1154,1178,1254
201,0,76,97,178,202,283,312,395,408,496,493,570,601,676,699,794,799,888,902,980,1004,1086,1101,1182,1193,1266
201,0,82,109,182,185,270,300,385,389,472,480,561,592,676,705,791,813,885,906,990,1021,1098,1114,1203,1216,1292
201,-1,82,117,190,226,304,326,403,421,495,522,597,634,721,721,798,824,895,944,1025,1027,1111,1118,1199,1230,1312
201,-1,81,103,175,219,294,312,389,412,495,513,588,611,701,718,800,831,919,937,1023,1037,1120,1120,1197,1212,1304
201,1,76,93,169,193,269,289,356,394,482,492,577,600,680,703,772,796,874,890,963,979,1054,1080,1162,1168,1258
201,1,81,97,181,202,284,295,379,410,487,495,588,603,679,701,774,793,875,903,973,1010,1097,1124,1204,1220,1303
201,-2,67,105,185,197,273,290,364,389,465,488,568,578,652,674,749,771,853,873,952,949,1034,1042,1114,1128,1207
201,-2,83,88,167,183,259,263,335,369,449,460,538,558,644,660,735,763,841,861,939,970,1040,1069,1147,1187,1259
201,8,97,120,199,223,296,334,409,440,518,549,631,650,723,748,825,850,931,951,1034,1050,1127,1169,1254,1258,1334
201,3,81,102,178,211,293,302,382,422,504,522,597,629,711,732,818,840,918,944,1030,1039,1121,1160,1237,1245,1314
201,0,74,90,161,163,235,249,327,337,418,443,526,541,616,645,729,747,827,836,918,927,1008,1031,1114,1110,1194
201,2,81,111,190,223,304,336,410,448,533,533,615,641,717,751,835,844,923,939,1020,1041,1123,1137,1215,1252,1341
201,0,79,111,196,204,290,308,381,413,498,518,603,626,703,725,802,837,913,936,1015,1056,1139,1144,1225,1261,1344
201,0,77,101,178,217,294,314,397,408,488,494,568,601,680,701,777,802,883,915,987,1002,1082,1121,1197,1194,1278
201,2,86,97,173,175,256,273,340,359,438,464,540,575,650,667,746,766,838,877,952,995,1081,1080,1161,1161,1247
201,1,80,83,171,176,262,268,342,369,444,473,558,565,648,659,737,758,828,844,922,949,1026,1053,1135,1155,1239
201,0,84,92,171,185,271,295,371,406,494,523,608,609,687,699,792,819,906,933,1011,1010,1089,1130,1206,1238,1319
201,2,80,94,173,193,265,298,373,406,479,520,597,625,701,738,824,834,919,939,1029,1042,1119,1150,1232,1254,1339
202,0,172,192,284,339,491,475,638,632,747,840,958,1018,1107,1175,1311,1351,1489,1524,1637,1656,1769,1795,1916,1945,2034
202,1,123,251,388,426,478,621,751,795,910,951,1071,1150,1278,1338,1469,1501,1640,1686,1831,1865,1973,2029,2178,2208,2346
202,-5,115,121,229,317,461,549,647,727,844,902,1034,1113,1227,1293,1431,1461,1583,1668,1823,1894,1981,2082,2185,2287,2394
202,1,154,218,326,363,472,524,660,715,796,920,1012,1079,1156,1222,1345,1373,1470,1550,1657,1738,1858,1927,2028,2110,2219
202,0,138,161,312,311,429,492,631,669,780,825,948,995,1087,1156,1285,1300,1434,1461,1583,1594,1738,1803,1912,2000,2133
202,4,104,223,380,364,476,577,659,694,792,875,983,1012,1085,1185,1288,1353,1450,1546,1650,1726,1871,1958,2063,2157,2292
